article,timestamp,size,user
Alcohol dependence,2015-02-28,9719,Doc James
Alcohol dependence,2015-02-28,9731,Doc James
Alcohol dependence,2015-04-07,9309,A Doon
Alcohol dependence,2015-04-19,9038,141.192.160.199
Alcohol dependence,2015-04-19,9381,141.192.160.199
Alcohol dependence,2015-04-19,9392,141.192.160.199
Alcohol dependence,2015-04-19,9431,141.192.160.199
Alcohol dependence,2015-05-09,9041,Doc James
Alcohol dependence,2015-05-09,9089,Doc James
Alcohol dependence,2015-05-09,9207,Doc James
Alcohol dependence,2015-05-13,9050,CuriousPenguin
Alcohol dependence,2015-05-20,9052,Doc James
Alcohol dependence,2015-07-31,9052,Julietdeltalima
Alcohol dependence,2015-08-03,9049,Magioladitis
Alcohol dependence,2015-08-18,9062,Gamingforfun365
Alcohol dependence,2015-09-20,9039,98.230.192.179
Alcohol dependence,2015-10-20,9105,Anthere
Animal husbandry in South Africa,2014-05-16,2170,JMHamo
Animal husbandry in South Africa,2014-05-16,2352,TruthbringerToronto
Animal husbandry in South Africa,2014-05-16,3025,Timtrent
Animal husbandry in South Africa,2014-05-16,3027,Timtrent
Animal husbandry in South Africa,2014-05-16,3065,Dthomsen8
Animal husbandry in South Africa,2014-05-16,3084,Timtrent
Animal husbandry in South Africa,2014-05-16,3084,TruthbringerToronto
Animal husbandry in South Africa,2014-05-16,3084,TruthbringerToronto
Animal husbandry in South Africa,2014-05-17,3024,Lfstevens
Animal husbandry in South Africa,2014-05-17,3024,Lfstevens
Animal-powered transport,2014-03-07,3029,87.35.78.171
Animal-powered transport,2014-03-07,3034,87.35.78.171
Animal-powered transport,2014-04-17,3045,Djembayz
Animal-powered transport,2015-04-09,3045,142.22.74.130
Animal-powered transport,2015-10-20,3111,Anthere
Animal-powered transport,2015-10-26,3124,198.236.75.1
Animal-powered transport,2015-10-28,2952,Anthere
Bird nest,2014-03-17,57845,KVDP
Bird nest,2014-03-17,58217,KVDP
Bird nest,2014-03-27,58236,BD2412
Bird nest,2014-06-05,58235,CommonsDelinker
Bird nest,2014-06-10,58213,Dakota L.
Bird nest,2014-06-10,58217,Dakota L.
Bird nest,2014-06-10,58236,MeegsC
Bird nest,2014-06-10,58238,MeegsC
Bird nest,2014-06-12,58268,SchreiberBike
Bird nest,2014-06-13,58319,SchreiberBike
Bird nest,2014-07-07,58319,66.195.233.146
Bird nest,2014-07-10,58349,PBS-AWB
Bird nest,2014-07-14,58397,SchreiberBike
Bird nest,2014-07-22,58400,Bumm13
Bird nest,2014-07-22,58419,Bumm13
Bird nest,2014-07-30,58399,MeegsC
Bird nest,2014-07-30,58401,MeegsC
Bird nest,2014-08-20,58410,Calliopejen1
Bird nest,2014-09-27,58366,DexDor
Bird nest,2015-01-27,58349,201.102.75.197
Bird nest,2015-04-23,58368,49.148.74.22
Bird nest,2015-04-24,58349,MeegsC
Bird nest,2015-04-29,58543,CuriousMind01
Bird nest,2015-05-27,58657,MeegsC
Bird nest,2015-06-25,59430,MeegsC
Bird nest,2015-06-25,59431,Shyamal
Bird nest,2015-08-03,59447,MeegsC
Bird nest,2015-08-03,59447,SchreiberBike
Bird nest,2015-08-22,59450,Maias
Bird nest,2015-08-25,59447,MeegsC
Bird nest,2015-08-27,59464,125.16.0.198
Bird nest,2015-10-09,59687,Parkywiki
Bird nest,2015-10-15,59754,Anthere
Bird nest,2015-10-20,59741,174.112.127.114
Bird nest,2015-10-20,59754,MeegsC
Bird nest,2015-11-28,59771,JJMC89
Bird nest,2015-12-07,59869,Shyamal
Bird nest,2015-12-25,59886,Darorcilmir
Bird nest,2015-12-25,59887,Darorcilmir
Bird nest,2015-12-25,59887,Darorcilmir
Borehole,2014-01-26,5390,DexDor
Borehole,2014-01-30,5378,82.110.102.254
Borehole,2014-01-30,5383,82.110.102.254
Borehole,2014-01-30,5384,82.110.102.254
Borehole,2014-01-30,5390,Pinethicket
Borehole,2014-02-14,5389,Archon 2488
Borehole,2014-09-12,5231,Telekineticturtle
Borehole,2014-12-22,5263,180.181.125.79
Borehole,2015-04-15,5378,WhatamIdoing
Borehole,2015-04-30,5377,85.199.231.18
Borehole,2015-04-30,5757,81.145.131.202
Borehole,2015-06-01,5376,104.157.221.95
Borehole,2015-06-01,5378,104.157.221.95
Borehole,2015-10-15,5443,Anthere
Castle of Good Hope,2014-02-05,9329,41.164.30.226
Castle of Good Hope,2014-03-06,9302,15.195.201.86
Castle of Good Hope,2014-03-29,9309,196.215.80.65
Castle of Good Hope,2014-04-15,9404,41.222.51.100
Castle of Good Hope,2014-05-20,9404,105.226.150.183
Castle of Good Hope,2014-05-20,9405,105.226.150.183
Castle of Good Hope,2014-05-29,9404,99.132.237.203
Castle of Good Hope,2014-05-29,9462,99.132.237.203
Castle of Good Hope,2014-06-06,9685,Waitabout
Castle of Good Hope,2014-06-18,9754,Axxter99
Castle of Good Hope,2014-06-18,9761,Axxter99
Castle of Good Hope,2014-06-19,9754,Magioladitis
Castle of Good Hope,2014-07-26,9755,Brackenheim
Castle of Good Hope,2014-11-10,9785,14.169.10.245
Castle of Good Hope,2014-11-11,9764,105.236.150.12
Castle of Good Hope,2014-11-12,9785,Michaelphillipr
Castle of Good Hope,2014-12-19,9746,Deor
Castle of Good Hope,2014-12-19,9776,Deor
Castle of Good Hope,2014-12-19,9829,BoonDock
Castle of Good Hope,2015-01-08,9829,197.96.131.204
Castle of Good Hope,2015-04-01,9816,ThatGuy82
Castle of Good Hope,2015-04-06,9787,77.56.53.183
Castle of Good Hope,2015-05-01,9924,Lotje
Castle of Good Hope,2015-06-25,9923,204.124.152.10
Castle of Good Hope,2015-09-27,9955,SpringbokSam
Castle of Good Hope,2015-09-27,9960,SpringbokSam
Castle of Good Hope,2015-09-27,9990,SpringbokSam
Castle of Good Hope,2015-09-28,9943,Bgwhite
Castle of Good Hope,2015-10-15,9979,Anthere
Chapter Two of the Constitution of South Africa,2014-01-15,28470,75.134.93.80
Chapter Two of the Constitution of South Africa,2014-02-15,27615,197.87.237.208
Chapter Two of the Constitution of South Africa,2014-02-15,27619,197.87.237.208
Chapter Two of the Constitution of South Africa,2014-02-15,28470,Gilliam
Chapter Two of the Constitution of South Africa,2014-02-15,28494,197.87.237.208
Chapter Two of the Constitution of South Africa,2014-02-23,28150,197.87.87.186
Chapter Two of the Constitution of South Africa,2014-02-23,28160,197.87.87.186
Chapter Two of the Constitution of South Africa,2014-02-23,28470,Josve05a
Chapter Two of the Constitution of South Africa,2014-03-07,28470,Materialscientist
Chapter Two of the Constitution of South Africa,2014-03-07,28475,198.54.223.23
Chapter Two of the Constitution of South Africa,2014-03-11,26970,105.236.186.107
Chapter Two of the Constitution of South Africa,2014-03-11,28470,Htonl
Chapter Two of the Constitution of South Africa,2014-03-18,28470,Widr
Chapter Two of the Constitution of South Africa,2014-03-18,28474,146.141.1.90
Chapter Two of the Constitution of South Africa,2014-03-19,28470,Coderzombie
Chapter Two of the Constitution of South Africa,2014-03-19,28474,41.162.19.218
Chapter Two of the Constitution of South Africa,2014-04-16,28499,2601:A:4580:5E3:1DB3:E62:8386:BCAC
Chapter Two of the Constitution of South Africa,2014-04-25,28470,Htonl
Chapter Two of the Constitution of South Africa,2014-04-25,28493,196.25.137.74
Chapter Two of the Constitution of South Africa,2014-04-30,28499,Rjwilmsi
Chapter Two of the Constitution of South Africa,2014-05-09,28499,Htonl
Chapter Two of the Constitution of South Africa,2014-05-09,28509,196.11.233.80
Chapter Two of the Constitution of South Africa,2014-05-17,28500,105.184.183.130
Chapter Two of the Constitution of South Africa,2014-05-29,28500,Htonl
Chapter Two of the Constitution of South Africa,2014-05-29,28528,182.255.118.54
Chapter Two of the Constitution of South Africa,2014-08-19,28480,41.54.45.43
Chapter Two of the Constitution of South Africa,2014-08-19,28484,41.54.45.43
Chapter Two of the Constitution of South Africa,2014-08-19,28500,Htonl
Chapter Two of the Constitution of South Africa,2014-08-21,28503,196.248.98.239
Chapter Two of the Constitution of South Africa,2014-08-25,28460,Underlying lk
Chapter Two of the Constitution of South Africa,2014-09-25,28427,HelenOnline
Chapter Two of the Constitution of South Africa,2014-09-30,28436,196.21.61.136
Chapter Two of the Constitution of South Africa,2014-10-18,28428,HelenOnline
Chapter Two of the Constitution of South Africa,2015-05-11,28530,154.0.12.50
Chapter Two of the Constitution of South Africa,2015-06-01,28535,Tshiamomoloke
Chapter Two of the Constitution of South Africa,2015-10-20,28601,Anthere
Children's Act_2005,2014-10-26,3582,Cirflow
Children's Act_2005,2014-12-08,3587,Good Olfactory
Children's Act_2005,2014-12-09,3562,Good Olfactory
Children's Act_2005,2015-10-20,3628,Anthere
Circuit diagram,2014-01-24,9049,184.7.93.50
Circuit diagram,2014-02-05,9044,134.117.57.75
Circuit diagram,2014-03-06,9044,Ajv39
Circuit diagram,2014-03-06,9205,Rcsprinter123
Circuit diagram,2014-03-06,9230,132.177.236.66
Circuit diagram,2014-03-06,9324,132.177.236.66
Circuit diagram,2014-03-09,9053,Wtshymanski
Circuit diagram,2014-03-15,8726,Trax support
Circuit diagram,2014-04-02,9053,Slawekb
Circuit diagram,2014-05-03,9053,Mortense
Circuit diagram,2014-06-16,9053,Ajv39
Circuit diagram,2014-06-16,9054,Hotpot69
Circuit diagram,2014-06-23,9070,66.30.92.163
Circuit diagram,2014-07-29,9648,Solistide
Circuit diagram,2014-08-02,10165,Solistide
Circuit diagram,2014-08-02,10171,Solistide
Circuit diagram,2014-08-02,10499,Solistide
Circuit diagram,2014-08-29,10499,Asdklf;
Circuit diagram,2014-08-29,10631,14.98.49.47
Circuit diagram,2014-09-17,10499,90.201.17.207
Circuit diagram,2014-11-29,10219,Kbrose
Circuit diagram,2015-02-06,10219,Altenmann
Circuit diagram,2015-02-06,10367,202.78.127.130
Circuit diagram,2015-05-07,10298,Ravidatti
Circuit diagram,2015-06-11,10353,184.179.111.250
Circuit diagram,2015-06-11,10359,Ajv39
Circuit diagram,2015-08-16,10425,DavidCary
Circuit diagram,2015-08-25,10379,Ajv39
Circuit diagram,2015-08-25,10392,207.71.31.26
Circuit diagram,2015-10-12,10383,70.177.124.19
Circuit diagram,2015-10-20,10449,Anthere
Coal in South Africa,2014-03-10,12468,Sminthopsis84
Coal in South Africa,2014-04-22,12495,Discott
Coal in South Africa,2014-05-20,12474,Amacdougall5
Coal in South Africa,2014-05-20,12490,Amacdougall5
Coal in South Africa,2014-05-20,12493,Amacdougall5
Coal in South Africa,2014-05-20,12495,Amacdougall5
Coal in South Africa,2014-09-12,12524,163.195.33.11
Coal in South Africa,2015-05-05,12938,Oggmus
Coal in South Africa,2015-05-05,13185,Oggmus
Coal in South Africa,2015-06-03,13211,202.141.243.174
Coal in South Africa,2015-10-13,13251,Anthere
Coal in South Africa,2015-11-13,13276,Phïï
Coal in South Africa,2015-11-16,13428,123.3.45.210
Coal in South Africa,2015-11-16,13473,123.3.45.210
Coal in South Africa,2015-12-18,13500,Darrend1967
Convenience food,2014-01-28,21971,203.177.249.178
Convenience food,2014-01-28,21972,Widr
Convenience food,2014-01-30,21967,Jim.henderson
Convenience food,2014-02-13,21984,76.184.89.238
Convenience food,2014-02-21,21893,Lard Almighty
Convenience food,2014-02-21,21900,Lard Almighty
Convenience food,2014-05-08,21785,Northamerica1000
Convenience food,2014-05-09,21846,Jim.henderson
Convenience food,2014-05-18,21899,94.5.188.231
Convenience food,2014-05-20,21866,Jim.henderson
Convenience food,2014-06-14,22634,WhatamIdoing
Convenience food,2014-06-14,22672,WhatamIdoing
Convenience food,2014-07-09,22634,Erpert
Convenience food,2014-07-10,22669,Jim.henderson
Convenience food,2014-07-23,22731,93
Convenience food,2014-09-30,22731,Waggers
Convenience food,2014-09-30,22755,89.238.148.194
Convenience food,2014-09-30,22755,89.238.148.194
Convenience food,2014-10-01,22735,Jim.henderson
Convenience food,2014-10-03,22742,95.128.95.194
Convenience food,2014-12-15,22139,68.4.142.122
Convenience food,2015-01-28,22154,Bubby33
Convenience food,2015-02-07,22181,Northamerica1000
Convenience food,2015-02-14,22199,Quercus solaris
Convenience food,2015-02-14,22365,Quercus solaris
Convenience food,2015-02-14,22370,Quercus solaris
Convenience food,2015-02-14,22384,Quercus solaris
Convenience food,2015-02-14,22390,Quercus solaris
Convenience food,2015-02-14,22394,Quercus solaris
Convenience food,2015-02-14,22415,Quercus solaris
Convenience food,2015-02-20,21970,Jerem43
Convenience food,2015-02-20,21973,Jerem43
Convenience food,2015-02-20,21973,Jerem43
Convenience food,2015-02-20,22360,Jerem43
Convenience food,2015-05-05,21973,Rsrikanth05
Convenience food,2015-05-05,22491,Ductslupia
Convenience food,2015-05-05,22493,Ductslupia
Convenience food,2015-05-05,22576,Ductslupia
Convenience food,2015-05-05,22725,Ductslupia
Convenience food,2015-05-11,21977,2601:C:6000:48:9832:C2F5:5A8F:E8E9
Convenience food,2015-05-11,21985,Richard Arthur Norton (1958- )
Convenience food,2015-05-11,21993,Richard Arthur Norton (1958- )
Convenience food,2015-05-12,21979,Jerem43
Convenience food,2015-05-12,22007,Jim.henderson
Convenience food,2015-06-01,21979,Gilliam
Convenience food,2015-06-01,21989,118.201.135.236
Convenience food,2015-06-04,21981,208.50.124.65
Convenience food,2015-06-17,21971,41.160.51.90
Convenience food,2015-06-18,21981,Jim.henderson
Convenience food,2015-07-12,21981,Spicemix
Convenience food,2015-08-18,23350,Khathi
Convenience food,2015-08-18,23351,Khathi
Convenience food,2015-08-22,23352,Rathersilly
Convenience food,2015-08-24,23392,Niceguyedc
Convenience food,2015-09-07,23394,Julietdeltalima
Convenience food,2015-09-07,23394,Julietdeltalima
Convenience food,2015-09-09,23496,Jim.henderson
Convenience food,2015-09-29,22729,67.84.117.142
Convenience food,2015-10-01,23433,Jim.henderson
Convenience food,2015-10-15,23500,Anthere
Convenience food,2015-11-07,23524,Fred Bauder
Convenience food,2015-11-07,24287,Fred Bauder
Convenience food,2015-11-07,24288,Fred Bauder
Convenience food,2015-11-07,24289,Fred Bauder
Convenience food,2015-11-07,24295,Fred Bauder
Convenience food,2015-11-07,24318,Fred Bauder
Convenience food,2015-11-07,24332,Fred Bauder
Convenience food,2015-11-07,24340,Fred Bauder
Convenience food,2015-11-23,24340,DiscantX
Convenience food,2015-11-23,24357,Hunter8Dkkllklhhbvtfgvfgutf8fturvffhtfgvfyt
Convenience food,2015-12-09,24340,Qzd
Convenience food,2015-12-09,24348,Kku
Convenience food,2015-12-09,24353,75.140.113.167
Cradle of Humankind,2014-01-18,8008,Mike Peel
Cradle of Humankind,2014-02-24,8438,Paleo Bonegirl
Cradle of Humankind,2014-02-25,9432,Paleo Bonegirl
Cradle of Humankind,2014-02-25,9483,Paleo Bonegirl
Cradle of Humankind,2014-02-25,9490,68.97.5.247
Cradle of Humankind,2014-02-25,9505,Paleo Bonegirl
Cradle of Humankind,2014-02-27,9411,Paul venter
Cradle of Humankind,2014-02-27,9413,Paul venter
Cradle of Humankind,2014-03-19,9411,MichaK
Cradle of Humankind,2014-03-28,9411,Skr15081997
Cradle of Humankind,2014-03-28,9852,2601:0:CA00:3AE:DCF7:5E38:9BB4:BD40
Cradle of Humankind,2014-04-19,9410,Zyma
Cradle of Humankind,2014-07-20,9416,105.228.151.135
Cradle of Humankind,2014-10-13,9643,Curtis R Schmitt
Cradle of Humankind,2014-10-14,9410,Mindmatrix
Cradle of Humankind,2014-12-14,9410,2601:6:7180:F73:1929:BA1B:FF71:1D48
Cradle of Humankind,2015-01-18,9413,Reinyday
Cradle of Humankind,2015-03-08,9414,101.171.85.73
Cradle of Humankind,2015-05-05,9414,Wavelength
Cradle of Humankind,2015-05-12,9408,76.21.18.16
Cradle of Humankind,2015-07-04,9408,Meno25
Cradle of Humankind,2015-07-10,9408,Theroadislong
Cradle of Humankind,2015-07-10,9412,Sachabrassel
Cradle of Humankind,2015-07-27,9408,SSTflyer
Cradle of Humankind,2015-07-27,9422,105.210.21.85
Cradle of Humankind,2015-08-17,9404,Benbest
Cradle of Humankind,2015-08-17,9421,41.154.232.2
Cradle of Humankind,2015-09-10,10199,JMK
Cradle of Humankind,2015-09-10,10216,124.170.94.67
Cradle of Humankind,2015-09-10,9417,BatteryIncluded
Cradle of Humankind,2015-09-11,10792,Animalparty
Cradle of Humankind,2015-09-11,10859,Drbogdan
Cradle of Humankind,2015-09-12,10871,Kgrad
Cradle of Humankind,2015-09-12,11086,RoyGoldsmith
Cradle of Humankind,2015-09-12,11560,RoyGoldsmith
Cradle of Humankind,2015-09-12,11569,RoyGoldsmith
Cradle of Humankind,2015-09-14,11562,Drbogdan
Cradle of Humankind,2015-09-15,11568,Here to sway
Cradle of Humankind,2015-09-17,11588,Here to sway
Cradle of Humankind,2015-09-17,11603,Here to sway
Cradle of Humankind,2015-09-17,11623,CuriousMind01
Cradle of Humankind,2015-10-13,11689,Anthere
Cradle of Humankind,2015-11-02,11686,139.139.19.68
Cradle of Humankind,2015-11-09,11781,105.184.98.82
Cradle of Humankind,2015-12-18,11812,Axxter99
Cradle of Humankind,2015-12-18,11827,Axxter99
Cradle of Humankind,2015-12-23,11903,Animalparty
Day of Reconciliation,2014-05-07,2249,Member
Day of Reconciliation,2014-11-26,2254,196.24.218.154
Day of Reconciliation,2014-12-16,2283,Ghalse
Day of Reconciliation,2014-12-17,2360,41.133.9.124
Day of Reconciliation,2014-12-26,2360,196.13.231.43
Day of Reconciliation,2014-12-26,2360,196.13.231.43
Day of Reconciliation,2015-02-06,2386,Athene cheval
Day of Reconciliation,2015-02-06,2390,Athene cheval
Day of Reconciliation,2015-02-06,2394,Athene cheval
Day of Reconciliation,2015-02-06,2394,Athene cheval
Day of Reconciliation,2015-06-19,2405,Marcocapelle
Day of Reconciliation,2015-08-06,2409,Zaian
Day of Reconciliation,2015-09-28,2409,89sec
Day of Reconciliation,2015-09-28,2447,24.40.168.34
Day of Reconciliation,2015-09-28,2478,24.40.168.34
Day of Reconciliation,2015-09-29,2447,Maester Aemon
Day of Reconciliation,2015-10-01,2441,41.161.118.244
Day of Reconciliation,2015-10-03,2408,Bamyers99
Day of Reconciliation,2015-10-13,2474,Anthere
Day of Reconciliation,2015-10-15,2445,Zaian
Day of Reconciliation,2015-10-15,2474,Flyer22 Reborn
Day of Reconciliation,2015-10-15,2513,96.46.210.135
Day of Reconciliation,2015-10-15,2523,96.46.210.135
Decantation,2014-03-08,2469,Discospinster
Decantation,2014-03-08,2705,68.50.186.47
Decantation,2014-03-10,2470,120.148.102.49
Decantation,2014-03-10,2486,120.148.102.49
Decantation,2014-03-10,2486,120.148.102.49
Decantation,2014-04-13,2470,58.166.19.163
Decantation,2014-04-13,2509,58.166.19.163
Decantation,2014-05-06,2560,Rich Farmbrough
Decantation,2014-05-21,2560,Ubiquity
Decantation,2014-05-21,2569,115.64.76.45
Decantation,2014-06-09,2575,114.78.102.71
Decantation,2014-07-03,2560,Wysprgr2005
Decantation,2014-07-03,2579,117.220.108.89
Decantation,2014-07-16,2560,Vsmith
Decantation,2014-07-16,2567,112.210.26.76
Decantation,2014-08-10,2597,59.92.103.250
Decantation,2014-08-15,2564,Daniele Pugliesi
Decantation,2014-09-30,2541,124.150.25.170
Decantation,2014-09-30,2541,124.150.25.170
Decantation,2014-10-05,2564,64.180.193.254
Decantation,2014-10-18,2566,96.53.187.140
Decantation,2015-01-11,1613,203.187.244.163
Decantation,2015-01-11,2563,203.187.244.163
Decantation,2015-05-18,2628,124.178.45.54
Decantation,2015-06-30,2560,Athul our own fujairah
Decantation,2015-08-01,2600,Akashiaaron
Decantation,2015-08-06,2548,124.104.177.250
Decantation,2015-09-03,2548,Vsmith
Decantation,2015-09-03,2589,124.124.51.149
Decantation,2015-09-03,2589,124.124.51.149
Decantation,2015-10-04,2246,Bdjroosss
Decantation,2015-10-15,2614,Anthere
Domestic violence in South Africa,2014-03-29,9680,Tkd9422
Domestic violence in South Africa,2014-03-29,9717,Dwanyewest
Domestic violence in South Africa,2014-03-30,9657,Bgwhite
Domestic violence in South Africa,2014-03-31,9532,Bgwhite
Domestic violence in South Africa,2014-03-31,9633,Magioladitis
Domestic violence in South Africa,2014-04-08,9532,97198
Domestic violence in South Africa,2014-04-09,7851,Tkd9422
Domestic violence in South Africa,2014-04-09,9493,Tkd9422
Domestic violence in South Africa,2014-04-12,3,Tkd9422
Domestic violence in South Africa,2014-04-12,7167,Tkd9422
Domestic violence in South Africa,2014-04-12,7852,Tkd9422
Domestic violence in South Africa,2014-04-13,7443,Tkd9422
Domestic violence in South Africa,2014-04-13,7533,Bgwhite
Domestic violence in South Africa,2014-04-13,7624,Martarius
Domestic violence in South Africa,2014-04-13,7657,Dwanyewest
Domestic violence in South Africa,2014-04-14,8390,Tkd9422
Domestic violence in South Africa,2014-04-14,8411,Bearcat
Domestic violence in South Africa,2014-04-15,8280,Bgwhite
Domestic violence in South Africa,2014-04-16,10638,Tkd9422
Domestic violence in South Africa,2014-04-16,10638,Tkd9422
Domestic violence in South Africa,2014-04-16,10639,Tkd9422
Domestic violence in South Africa,2014-04-16,10640,Tkd9422
Domestic violence in South Africa,2014-04-16,10680,Tkd9422
Domestic violence in South Africa,2014-04-16,10680,Tkd9422
Domestic violence in South Africa,2014-04-16,10684,Tkd9422
Domestic violence in South Africa,2014-04-16,10739,Tkd9422
Domestic violence in South Africa,2014-04-16,10745,Tkd9422
Domestic violence in South Africa,2014-04-16,10746,Tkd9422
Domestic violence in South Africa,2014-04-16,10795,Tkd9422
Domestic violence in South Africa,2014-04-16,10795,Tkd9422
Domestic violence in South Africa,2014-04-16,11508,Tkd9422
Domestic violence in South Africa,2014-04-16,11512,Tkd9422
Domestic violence in South Africa,2014-04-16,9675,Tkd9422
Domestic violence in South Africa,2014-04-16,9698,Tkd9422
Domestic violence in South Africa,2014-04-17,10933,Macofe
Domestic violence in South Africa,2014-04-17,10935,TutterMouse
Domestic violence in South Africa,2014-04-17,11422,50.181.30.121
Domestic violence in South Africa,2014-04-17,11615,Dwanyewest
Domestic violence in South Africa,2014-04-17,11617,Dwanyewest
Domestic violence in South Africa,2014-04-17,11617,Dwanyewest
Domestic violence in South Africa,2014-04-17,11654,Dwanyewest
