article,date,pageview
!Kung_people,2014-02-28,19
!Kung_people,2014-02-10,24
!Kung_people,2014-02-11,30
!Kung_people,2014-02-12,29
!Kung_people,2014-02-13,21
!Kung_people,2014-02-14,29
!Kung_people,2014-02-15,15
!Kung_people,2014-02-16,38
!Kung_people,2014-02-17,37
!Kung_people,2014-02-18,20
!Kung_people,2014-02-19,31
!Kung_people,2014-02-08,19
!Kung_people,2014-02-30,0
!Kung_people,2014-02-31,0
!Kung_people,2014-07-17,26
!Kung_people,2014-07-16,38
!Kung_people,2014-07-15,21
!Kung_people,2014-07-14,33
!Kung_people,2014-07-13,20
!Kung_people,2014-07-12,32
!Kung_people,2014-07-11,32
!Kung_people,2014-07-10,24
!Kung_people,2014-07-31,27
!Kung_people,2014-07-30,24
!Kung_people,2014-07-19,27
!Kung_people,2014-07-18,18
!Kung_people,2014-07-28,26
!Kung_people,2014-07-29,40
!Kung_people,2014-07-26,27
!Kung_people,2014-07-27,32
!Kung_people,2014-07-01,21
!Kung_people,2014-07-02,26
!Kung_people,2014-07-03,29
!Kung_people,2014-07-04,26
!Kung_people,2014-07-05,19
!Kung_people,2014-07-06,32
!Kung_people,2014-07-07,20
!Kung_people,2014-07-08,32
!Kung_people,2014-07-09,24
!Kung_people,2014-07-24,31
!Kung_people,2014-07-25,21
!Kung_people,2014-07-22,48
!Kung_people,2014-07-23,33
!Kung_people,2014-07-20,30
!Kung_people,2014-07-21,38
!Kung_people,2014-09-19,24
!Kung_people,2014-09-18,25
!Kung_people,2014-09-31,0
!Kung_people,2014-09-30,48
!Kung_people,2014-09-15,44
!Kung_people,2014-09-14,37
!Kung_people,2014-09-17,35
!Kung_people,2014-09-16,33
!Kung_people,2014-09-11,34
!Kung_people,2014-09-10,60
!Kung_people,2014-09-13,30
!Kung_people,2014-09-12,35
!Kung_people,2014-09-26,23
!Kung_people,2014-09-20,38
!Kung_people,2014-09-21,36
!Kung_people,2014-09-22,37
!Kung_people,2014-09-23,53
!Kung_people,2014-09-24,33
!Kung_people,2014-09-25,50
!Kung_people,2014-09-08,45
!Kung_people,2014-09-09,66
!Kung_people,2014-09-06,33
!Kung_people,2014-09-07,24
!Kung_people,2014-09-04,43
!Kung_people,2014-09-05,33
!Kung_people,2014-09-02,30
!Kung_people,2014-09-03,31
!Kung_people,2014-09-01,32
!Kung_people,2014-09-28,33
!Kung_people,2014-09-27,36
!Kung_people,2014-09-29,45
!Kung_people,2014-10-01,50
!Kung_people,2014-10-02,47
!Kung_people,2014-10-03,37
!Kung_people,2014-10-04,36
!Kung_people,2014-10-05,38
!Kung_people,2014-10-06,42
!Kung_people,2014-10-07,47
!Kung_people,2014-10-08,41
!Kung_people,2014-10-09,37
!Kung_people,2014-10-24,40
!Kung_people,2014-10-25,31
!Kung_people,2014-10-22,34
!Kung_people,2014-10-23,38
!Kung_people,2014-10-20,77
!Kung_people,2014-10-21,41
!Kung_people,2014-10-28,60
!Kung_people,2014-10-29,41
!Kung_people,2014-10-26,38
!Kung_people,2014-10-27,46
!Kung_people,2014-10-17,37
!Kung_people,2014-10-16,37
!Kung_people,2014-10-15,43
!Kung_people,2014-10-14,33
!Kung_people,2014-10-13,59
!Kung_people,2014-10-12,36
!Kung_people,2014-10-11,17
!Kung_people,2014-10-10,41
!Kung_people,2014-10-31,43
!Kung_people,2014-10-30,29
!Kung_people,2014-10-19,47
!Kung_people,2014-10-18,30
!Kung_people,2014-11-21,48
!Kung_people,2014-11-20,38
!Kung_people,2014-11-23,33
!Kung_people,2014-11-22,24
!Kung_people,2014-11-25,31
!Kung_people,2014-11-24,46
!Kung_people,2014-11-27,28
!Kung_people,2014-11-26,31
!Kung_people,2014-11-29,28
!Kung_people,2014-11-28,900
!Kung_people,2014-11-30,30
!Kung_people,2014-11-31,0
!Kung_people,2014-11-14,43
!Kung_people,2014-11-15,53
!Kung_people,2014-11-16,49
!Kung_people,2014-11-17,33
!Kung_people,2014-11-10,50
!Kung_people,2014-11-11,63
!Kung_people,2014-11-12,57
!Kung_people,2014-11-13,39
!Kung_people,2014-11-18,40
!Kung_people,2014-11-19,49
!Kung_people,2014-11-09,53
!Kung_people,2014-11-08,44
!Kung_people,2014-11-03,51
!Kung_people,2014-11-02,51
!Kung_people,2014-11-01,35
!Kung_people,2014-11-07,41
!Kung_people,2014-11-06,41
!Kung_people,2014-11-05,40
!Kung_people,2014-11-04,55
!Kung_people,2014-12-27,30
!Kung_people,2014-12-20,35
!Kung_people,2014-12-21,25
!Kung_people,2014-12-04,49
!Kung_people,2014-12-23,30
!Kung_people,2014-12-08,61
!Kung_people,2014-12-09,47
!Kung_people,2014-12-28,35
!Kung_people,2014-12-29,42
!Kung_people,2014-12-02,39
!Kung_people,2014-12-03,47
!Kung_people,2014-12-26,30
!Kung_people,2014-12-01,56
!Kung_people,2014-12-06,34
!Kung_people,2014-12-07,49
!Kung_people,2014-12-22,29
!Kung_people,2014-12-05,36
!Kung_people,2014-12-19,43
!Kung_people,2014-12-18,44
!Kung_people,2014-12-31,31
!Kung_people,2014-12-30,25
!Kung_people,2014-12-11,43
!Kung_people,2014-12-10,54
!Kung_people,2014-12-13,39
!Kung_people,2014-12-12,42
!Kung_people,2014-12-15,28
!Kung_people,2014-12-14,30
!Kung_people,2014-12-17,53
!Kung_people,2014-12-16,48
!Kung_people,2014-12-24,28
!Kung_people,2014-12-25,25
!Kung_people,2014-08-28,0
!Kung_people,2014-08-30,27
!Kung_people,2014-08-31,21
!Kung_people,2014-08-09,35
!Kung_people,2014-08-08,23
!Kung_people,2014-08-21,36
!Kung_people,2014-08-20,27
!Kung_people,2014-08-27,31
!Kung_people,2014-08-26,26
!Kung_people,2014-08-25,31
!Kung_people,2014-08-24,23
!Kung_people,2014-08-01,28
!Kung_people,2014-08-03,17
!Kung_people,2014-08-02,25
!Kung_people,2014-08-05,33
!Kung_people,2014-08-04,33
!Kung_people,2014-08-07,37
!Kung_people,2014-08-06,31
!Kung_people,2014-08-23,19
!Kung_people,2014-08-22,37
!Kung_people,2014-08-18,41
!Kung_people,2014-08-19,33
!Kung_people,2014-08-12,37
!Kung_people,2014-08-13,34
!Kung_people,2014-08-10,26
!Kung_people,2014-08-11,40
!Kung_people,2014-08-16,26
!Kung_people,2014-08-17,26
!Kung_people,2014-08-14,26
!Kung_people,2014-08-15,27
!Kung_people,2014-08-29,32
Convenience_food,2014-01-15,309
Convenience_food,2014-01-14,346
Convenience_food,2014-01-17,244
Convenience_food,2014-01-16,350
Convenience_food,2014-01-11,211
Convenience_food,2014-01-10,254
Convenience_food,2014-01-13,328
Convenience_food,2014-01-12,227
Convenience_food,2014-01-19,234
Convenience_food,2014-01-18,192
Convenience_food,2014-01-28,411
Convenience_food,2014-01-29,405
Convenience_food,2014-01-20,315
Convenience_food,2014-01-21,349
Convenience_food,2014-01-22,336
Convenience_food,2014-01-23,347
Convenience_food,2014-01-24,303
Convenience_food,2014-01-25,208
Convenience_food,2014-01-26,300
Convenience_food,2014-01-27,350
Convenience_food,2014-01-06,0
Convenience_food,2014-01-07,371
Convenience_food,2014-01-04,175
Convenience_food,2014-01-05,44
Convenience_food,2014-01-02,249
Convenience_food,2014-01-03,195
Convenience_food,2014-01-01,159
Convenience_food,2014-01-08,279
Convenience_food,2014-01-09,316
Convenience_food,2014-01-31,273
Convenience_food,2014-01-30,347
Convenience_food,2014-04-30,324
Convenience_food,2014-04-31,0
Convenience_food,2014-04-16,286
Convenience_food,2014-04-17,257
Convenience_food,2014-04-14,298
Convenience_food,2014-04-15,278
Convenience_food,2014-04-12,184
Convenience_food,2014-04-13,224
Convenience_food,2014-04-10,286
Convenience_food,2014-04-11,282
Convenience_food,2014-04-18,188
Convenience_food,2014-04-19,148
Convenience_food,2014-04-29,378
Convenience_food,2014-04-28,338
Convenience_food,2014-04-27,226
Convenience_food,2014-04-26,181
Convenience_food,2014-04-25,217
Convenience_food,2014-04-24,322
Convenience_food,2014-04-23,296
Convenience_food,2014-04-22,276
Convenience_food,2014-04-21,255
Convenience_food,2014-04-20,198
Convenience_food,2014-04-05,196
Convenience_food,2014-04-04,314
Convenience_food,2014-04-07,350
Convenience_food,2014-04-06,241
Convenience_food,2014-04-01,358
Convenience_food,2014-04-03,370
Convenience_food,2014-04-02,346
Convenience_food,2014-04-09,345
Convenience_food,2014-04-08,378
Convenience_food,2014-02-23,229
Convenience_food,2014-02-07,328
Convenience_food,2014-02-06,352
Convenience_food,2014-02-05,338
Convenience_food,2014-02-04,305
Convenience_food,2014-02-03,302
Convenience_food,2014-02-02,200
Convenience_food,2014-02-01,176
Convenience_food,2014-02-25,373
Convenience_food,2014-02-24,453
Convenience_food,2014-02-27,357
Convenience_food,2014-02-26,416
Convenience_food,2014-02-21,265
Convenience_food,2014-02-20,361
Convenience_food,2014-02-09,267
Convenience_food,2014-02-22,214
Convenience_food,2014-02-29,0
Convenience_food,2014-02-28,276
Convenience_food,2014-02-10,404
Convenience_food,2014-02-11,420
Convenience_food,2014-02-12,350
Convenience_food,2014-02-13,332
Convenience_food,2014-02-14,247
Convenience_food,2014-02-15,189
Convenience_food,2014-02-16,239
Convenience_food,2014-02-17,361
Convenience_food,2014-02-18,327
Convenience_food,2014-02-19,367
Convenience_food,2014-02-08,264
Convenience_food,2014-02-30,0
Convenience_food,2014-02-31,0
Convenience_food,2014-05-27,294
Convenience_food,2014-05-06,412
Convenience_food,2014-05-21,327
Convenience_food,2014-05-22,334
Convenience_food,2014-05-23,235
Convenience_food,2014-05-19,341
Convenience_food,2014-05-18,231
Convenience_food,2014-05-31,224
Convenience_food,2014-05-30,280
Convenience_food,2014-05-11,294
Convenience_food,2014-05-10,258
Convenience_food,2014-05-13,466
Convenience_food,2014-05-12,412
Convenience_food,2014-05-15,376
Convenience_food,2014-05-14,429
Convenience_food,2014-05-17,228
Convenience_food,2014-05-16,249
Convenience_food,2014-05-08,352
Convenience_food,2014-05-09,326
Convenience_food,2014-05-28,260
Convenience_food,2014-05-29,274
Convenience_food,2014-05-02,278
Convenience_food,2014-05-03,188
Convenience_food,2014-05-26,260
Convenience_food,2014-05-01,301
Convenience_food,2014-05-20,365
Convenience_food,2014-05-07,375
Convenience_food,2014-05-04,290
Convenience_food,2014-05-05,328
Convenience_food,2014-05-24,195
Convenience_food,2014-05-25,173
Convenience_food,2014-03-13,400
Convenience_food,2014-03-12,470
Convenience_food,2014-03-11,393
Convenience_food,2014-03-10,385
Convenience_food,2014-03-17,443
Convenience_food,2014-03-16,312
Convenience_food,2014-03-15,230
Convenience_food,2014-03-14,339
Convenience_food,2014-03-31,387
Convenience_food,2014-03-30,243
Convenience_food,2014-03-19,468
Convenience_food,2014-03-18,406
Convenience_food,2014-03-29,205
Convenience_food,2014-03-22,269
Convenience_food,2014-03-23,263
Convenience_food,2014-03-20,343
Convenience_food,2014-03-28,316
Convenience_food,2014-03-21,316
Convenience_food,2014-03-08,251
Convenience_food,2014-03-09,291
Convenience_food,2014-03-04,423
Convenience_food,2014-03-05,424
Convenience_food,2014-03-06,445
Convenience_food,2014-03-07,359
Convenience_food,2014-03-26,445
Convenience_food,2014-03-01,253
Convenience_food,2014-03-02,307
Convenience_food,2014-03-03,425
Convenience_food,2014-03-24,413
Convenience_food,2014-03-25,442
Convenience_food,2014-03-27,377
Convenience_food,2014-06-14,172
Convenience_food,2014-06-15,269
Convenience_food,2014-06-16,321
Convenience_food,2014-06-17,340
Convenience_food,2014-06-10,297
Convenience_food,2014-06-11,306
Convenience_food,2014-06-12,295
Convenience_food,2014-06-13,224
Convenience_food,2014-06-18,257
Convenience_food,2014-06-19,220
Convenience_food,2014-06-31,0
Convenience_food,2014-06-09,271
Convenience_food,2014-06-08,218
Convenience_food,2014-06-03,303
Convenience_food,2014-06-02,334
Convenience_food,2014-06-01,210
Convenience_food,2014-06-07,177
Convenience_food,2014-06-06,235
Convenience_food,2014-06-05,247
Convenience_food,2014-06-04,261
Convenience_food,2014-06-21,185
Convenience_food,2014-06-20,194
Convenience_food,2014-06-23,255
Convenience_food,2014-06-22,203
Convenience_food,2014-06-25,279
Convenience_food,2014-06-24,260
Convenience_food,2014-06-27,204
Convenience_food,2014-06-26,224
Convenience_food,2014-06-29,173
Convenience_food,2014-06-28,139
Convenience_food,2014-06-30,235
Convenience_food,2014-07-17,238
Convenience_food,2014-07-16,254
Convenience_food,2014-07-15,242
Convenience_food,2014-07-14,278
Convenience_food,2014-07-13,228
Convenience_food,2014-07-12,186
Convenience_food,2014-07-11,223
Convenience_food,2014-07-10,243
Convenience_food,2014-07-31,219
Convenience_food,2014-07-30,273
Convenience_food,2014-07-19,147
Convenience_food,2014-07-18,206
Convenience_food,2014-07-28,191
Convenience_food,2014-07-29,244
Convenience_food,2014-07-26,153
Convenience_food,2014-07-27,145
Convenience_food,2014-07-01,247
Convenience_food,2014-07-02,236
Convenience_food,2014-07-03,221
Convenience_food,2014-07-04,204
Convenience_food,2014-07-05,200
Convenience_food,2014-07-06,253
Convenience_food,2014-07-07,273
Convenience_food,2014-07-08,273
Convenience_food,2014-07-09,315
Convenience_food,2014-07-24,220
Convenience_food,2014-07-25,168
Convenience_food,2014-07-22,320
Convenience_food,2014-07-23,276
Convenience_food,2014-07-20,155
Convenience_food,2014-07-21,260
Convenience_food,2014-09-19,238
Convenience_food,2014-09-18,288
Convenience_food,2014-09-31,0
Convenience_food,2014-09-30,299
Convenience_food,2014-09-15,284
Convenience_food,2014-09-14,193
Convenience_food,2014-09-17,305
Convenience_food,2014-09-16,297
Convenience_food,2014-09-11,304
Convenience_food,2014-09-10,261
Convenience_food,2014-09-13,158
Convenience_food,2014-09-12,213
Convenience_food,2014-09-26,244
Convenience_food,2014-09-20,153
Convenience_food,2014-09-21,219
Convenience_food,2014-09-22,261
Convenience_food,2014-09-23,281
Convenience_food,2014-09-24,262
Convenience_food,2014-09-25,251
Convenience_food,2014-09-08,249
Convenience_food,2014-09-09,274
Convenience_food,2014-09-06,148
Convenience_food,2014-09-07,190
Convenience_food,2014-09-04,223
Convenience_food,2014-09-05,206
Convenience_food,2014-09-02,261
Convenience_food,2014-09-03,240
Convenience_food,2014-09-01,217
Convenience_food,2014-09-28,240
Convenience_food,2014-09-27,185
Convenience_food,2014-09-29,309
Convenience_food,2014-11-21,225
Convenience_food,2014-11-20,269
Convenience_food,2014-11-23,203
Convenience_food,2014-11-22,190
Convenience_food,2014-11-25,260
Convenience_food,2014-11-24,306
Convenience_food,2014-11-27,220
Convenience_food,2014-11-26,279
Convenience_food,2014-11-29,167
Convenience_food,2014-11-28,163
Convenience_food,2014-11-30,143
Convenience_food,2014-11-31,0
Convenience_food,2014-11-14,231
Convenience_food,2014-11-15,215
Convenience_food,2014-11-16,216
Convenience_food,2014-11-17,348
Convenience_food,2014-11-10,281
Convenience_food,2014-11-11,296
Convenience_food,2014-11-12,290
Convenience_food,2014-11-13,336
Convenience_food,2014-11-18,331
Convenience_food,2014-11-19,283
Convenience_food,2014-11-09,243
Convenience_food,2014-11-08,160
Convenience_food,2014-11-03,313
Convenience_food,2014-11-02,231
Convenience_food,2014-11-01,171
Convenience_food,2014-11-07,251
Convenience_food,2014-11-06,256
Convenience_food,2014-11-05,313
Convenience_food,2014-11-04,298
Convenience_food,2014-08-28,0
Convenience_food,2014-08-30,165
Convenience_food,2014-08-31,158
Convenience_food,2014-08-09,146
Convenience_food,2014-08-08,203
Convenience_food,2014-08-21,235
Convenience_food,2014-08-20,302
Convenience_food,2014-08-27,199
Convenience_food,2014-08-26,258
Convenience_food,2014-08-25,207
Convenience_food,2014-08-24,181
Convenience_food,2014-08-01,205
Convenience_food,2014-08-03,167
Convenience_food,2014-08-02,157
Convenience_food,2014-08-05,268
Convenience_food,2014-08-04,221
Convenience_food,2014-08-07,185
Convenience_food,2014-08-06,213
Convenience_food,2014-08-23,148
Convenience_food,2014-08-22,180
Convenience_food,2014-08-18,241
Convenience_food,2014-08-19,264
Convenience_food,2014-08-12,262
Convenience_food,2014-08-13,253
Convenience_food,2014-08-10,179
Convenience_food,2014-08-11,238
Convenience_food,2014-08-16,117
Convenience_food,2014-08-17,178
Convenience_food,2014-08-14,232
Convenience_food,2014-08-15,154
Convenience_food,2014-08-29,185
Convenience_food,2014-12-27,119
Convenience_food,2014-12-20,113
Convenience_food,2014-12-21,124
Convenience_food,2014-12-04,261
Convenience_food,2014-12-23,151
Convenience_food,2014-12-08,271
Convenience_food,2014-12-09,280
Convenience_food,2014-12-28,119
Convenience_food,2014-12-29,143
Convenience_food,2014-12-02,239
Convenience_food,2014-12-03,251
Convenience_food,2014-12-26,131
Convenience_food,2014-12-01,256
Convenience_food,2014-12-06,145
Convenience_food,2014-12-07,163
Convenience_food,2014-12-22,147
Convenience_food,2014-12-05,207
Convenience_food,2014-12-19,163
Convenience_food,2014-12-18,232
Convenience_food,2014-12-31,144
Convenience_food,2014-12-30,161
Convenience_food,2014-12-11,259
Convenience_food,2014-12-10,229
Convenience_food,2014-12-13,147
Convenience_food,2014-12-12,232
Convenience_food,2014-12-15,235
Convenience_food,2014-12-14,188
Convenience_food,2014-12-17,250
Convenience_food,2014-12-16,224
Convenience_food,2014-12-24,130
Convenience_food,2014-12-25,78
Convenience_food,2014-10-01,316
Convenience_food,2014-10-02,307
Convenience_food,2014-10-03,244
Convenience_food,2014-10-04,203
Convenience_food,2014-10-05,222
Convenience_food,2014-10-06,325
Convenience_food,2014-10-07,300
Convenience_food,2014-10-08,275
Convenience_food,2014-10-09,280
Convenience_food,2014-10-24,230
Convenience_food,2014-10-25,256
Convenience_food,2014-10-22,439
Convenience_food,2014-10-23,345
Convenience_food,2014-10-20,299
Convenience_food,2014-10-21,344
Convenience_food,2014-10-28,261
Convenience_food,2014-10-29,276
Convenience_food,2014-10-26,369
Convenience_food,2014-10-27,358
Convenience_food,2014-10-17,328
Convenience_food,2014-10-16,290
Convenience_food,2014-10-15,376
Convenience_food,2014-10-14,379
Convenience_food,2014-10-13,290
Convenience_food,2014-10-12,224
Convenience_food,2014-10-11,179
Convenience_food,2014-10-10,221
Convenience_food,2014-10-31,225
Convenience_food,2014-10-30,266
Convenience_food,2014-10-19,251
Convenience_food,2014-10-18,183
Acid,2014-01-15,3529
Acid,2014-01-14,3384
Acid,2014-01-17,3013
Acid,2014-01-16,3525
Acid,2014-01-11,1862
Acid,2014-01-10,3033
Acid,2014-01-13,3376
Acid,2014-01-12,2218
Acid,2014-01-19,2048
Acid,2014-01-18,1925
Acid,2014-01-28,3631
Acid,2014-01-29,3519
Acid,2014-01-20,3072
Acid,2014-01-21,3452
Acid,2014-01-22,3635
Acid,2014-01-23,3496
Acid,2014-01-24,3011
Acid,2014-01-25,1978
Acid,2014-01-26,2158
Acid,2014-01-27,3489
Acid,2014-01-06,0
Acid,2014-01-07,3578
Acid,2014-01-04,1621
Acid,2014-01-05,247
Acid,2014-01-02,2102
Acid,2014-01-03,2064
Acid,2014-01-01,1282
Acid,2014-01-08,3230
Acid,2014-01-09,3369
Acid,2014-01-31,2761
Acid,2014-01-30,3624
Acid,2014-02-23,2071
Acid,2014-02-07,3274
Acid,2014-02-06,3712
Acid,2014-02-05,3780
Acid,2014-02-04,3858
Acid,2014-02-03,3436
Acid,2014-02-02,2346
Acid,2014-02-01,1961
Acid,2014-02-25,3974
Acid,2014-02-24,3514
Acid,2014-02-27,3660
Acid,2014-02-26,3843
Acid,2014-02-21,2977
Acid,2014-02-20,3539
Acid,2014-02-09,2527
Acid,2014-02-22,1922
Acid,2014-02-29,0
Acid,2014-02-28,3023
Acid,2014-02-10,3742
Acid,2014-02-11,3973
Acid,2014-02-12,3646
Acid,2014-02-13,3422
Acid,2014-02-14,2773
Acid,2014-02-15,1918
Acid,2014-02-16,2194
Acid,2014-02-17,3402
Acid,2014-02-18,3557
Acid,2014-02-19,3584
Acid,2014-02-08,2051
Acid,2014-02-30,0
Acid,2014-02-31,0
Acid,2014-03-13,3401
Acid,2014-03-12,3596
Acid,2014-03-11,3769
Acid,2014-03-10,3671
Acid,2014-03-17,3745
Acid,2014-03-16,2208
Acid,2014-03-15,1946
Acid,2014-03-14,2927
Acid,2014-03-31,3400
Acid,2014-03-30,2107
Acid,2014-03-19,3746
Acid,2014-03-18,3715
Acid,2014-03-29,1913
Acid,2014-03-22,1988
Acid,2014-03-23,2458
Acid,2014-03-20,3721
Acid,2014-03-28,2927
Acid,2014-03-21,3183
Acid,2014-03-08,2054
Acid,2014-03-09,2494
Acid,2014-03-04,3552
Acid,2014-03-05,3986
Acid,2014-03-06,4188
Acid,2014-03-07,3473
Acid,2014-03-26,3833
Acid,2014-03-01,1963
Acid,2014-03-02,2345
Acid,2014-03-03,3641
Acid,2014-03-24,3598
Acid,2014-03-25,4000
Acid,2014-03-27,3537
Acid,2014-04-30,3490
Acid,2014-04-31,0
Acid,2014-04-16,3454
Acid,2014-04-17,3057
Acid,2014-04-14,3403
Acid,2014-04-15,3480
Acid,2014-04-12,1962
Acid,2014-04-13,1909
Acid,2014-04-10,3451
Acid,2014-04-11,3036
Acid,2014-04-18,2394
Acid,2014-04-19,1816
Acid,2014-04-29,3977
Acid,2014-04-28,3939
Acid,2014-04-27,2513
Acid,2014-04-26,2343
Acid,2014-04-25,3461
Acid,2014-04-24,3452
Acid,2014-04-23,3533
Acid,2014-04-22,3720
Acid,2014-04-21,3000
Acid,2014-04-20,1819
Acid,2014-04-05,1831
Acid,2014-04-04,2967
Acid,2014-04-07,3589
Acid,2014-04-06,2139
Acid,2014-04-01,3508
Acid,2014-04-03,3498
Acid,2014-04-02,3487
Acid,2014-04-09,3736
Acid,2014-04-08,3727
Acid,2014-05-27,3364
Acid,2014-05-06,3723
Acid,2014-05-21,3615
Acid,2014-05-22,3323
Acid,2014-05-23,3158
Acid,2014-05-19,3386
Acid,2014-05-18,2006
Acid,2014-05-31,1707
Acid,2014-05-30,2594
Acid,2014-05-11,2071
Acid,2014-05-10,1894
Acid,2014-05-13,3889
Acid,2014-05-12,3730
Acid,2014-05-15,3497
Acid,2014-05-14,3751
Acid,2014-05-17,1812
Acid,2014-05-16,2879
Acid,2014-05-08,3586
Acid,2014-05-09,3234
Acid,2014-05-28,3315
Acid,2014-05-29,3045
Acid,2014-05-02,3095
Acid,2014-05-03,1990
Acid,2014-05-26,2742
Acid,2014-05-01,3191
